,Ticker,FM,Tipo,Mod.,A/I/OTM,Strike,Distância % do Strike,Prêmio como % da última cotação,Último,Número de Negócios,Volume Negociado,Data/Hora,Vol. Implícita,Delta,Gamma,Theta,Vega,ativo
3,BBDCP182,,PUT,E,ITM,16.6,21.52,10.76,1.47,3.0,441.0,24/10/2024,,,,,,BBDC4
4,BBDCP184,,PUT,E,ITM,16.85,23.35,,,,,,,,,,,BBDC4
5,BBDCP186,,PUT,E,ITM,17.1,25.18,,,,,,,,,,,BBDC4
6,BBDCP19,,PUT,E,ITM,17.35,27.01,13.18,1.8,4.0,3920.0,08/10/2024,,,,,,BBDC4
7,BBDCP192,,PUT,E,ITM,17.6,28.84,14.28,1.95,1.0,390.0,21/10/2024,,,,,,BBDC4
8,BBDCP020,,PUT,E,ITM,18.35,34.33,25.62,3.5,1.0,700.0,01/11/2024,,,,,,BBDC4
9,BBDCP195,,PUT,E,ITM,19.35,41.65,,,,,,,,,,,BBDC4
0,BBDCD14,,CALL,A,ITM,12.35,-9.59,15.37,2.1,1.0,210.0,07/11/2024,,,,,,BBDC4
1,BBDCP151,,PUT,E,ITM,15.1,10.54,4.39,0.6,1.0,28620.0,04/11/2024,,,,,,BBDC4
2,BBDCP169,,PUT,E,ITM,15.35,12.37,10.4,1.42,3.0,564.0,07/11/2024,,,,,,BBDC4
3,BBDCP172,,PUT,E,ITM,15.6,14.2,11.49,1.57,1.0,1570.0,07/11/2024,,,,,,BBDC4
0,BBDCD138,,CALL,E,ATM,13.6,-0.44,16.62,2.27,1.0,681.0,30/10/2024,,,,,,BBDC4
1,BBDCP138,,PUT,E,ATM,13.6,-0.44,3.29,0.45,3.0,630.0,07/11/2024,,,,,,BBDC4
2,BBDCD141,,CALL,A,ATM,13.85,1.39,12.52,1.71,1.0,171.0,31/10/2024,,,,,,BBDC4
3,BBDCP141,,PUT,E,ATM,13.85,1.39,4.39,0.6,2.0,180.0,07/11/2024,,,,,,BBDC4
4,BBDCD1,,CALL,E,OTM,14.1,3.22,6.15,0.84,1.0,37800.0,05/11/2024,,,,,,BBDC4
5,BBDCP1,,PUT,E,ITM,14.1,3.22,,,,,,,,,,,BBDC4
0,BBDCP14,,PUT,E,OTM,12.35,-9.59,1.39,0.19,1.0,19.0,07/11/2024,,,,,,BBDC4
1,BBDCD151,,CALL,E,OTM,15.1,10.54,,,,,,,,,,,BBDC4
2,BBDCD169,,CALL,A,OTM,15.35,12.37,3.0,0.41,2.0,340.0,07/11/2024,,,,,,BBDC4
3,BBDCD172,,CALL,E,OTM,15.6,14.2,3.88,0.53,2.0,113.0,04/11/2024,,,,,,BBDC4
0,BBDCD174,,CALL,A,OTM,15.85,16.03,2.56,0.35,1.0,35.0,07/11/2024,,,,,,BBDC4
1,BBDCD177,,CALL,E,OTM,16.1,17.86,2.93,0.4,2.0,83.0,01/11/2024,,,,,,BBDC4
2,BBDCD18,,CALL,A,OTM,16.35,19.69,6.0,0.82,1.0,6560.0,15/10/2024,,,,,,BBDC4
3,BBDCD182,,CALL,E,OTM,16.6,21.52,6.95,0.95,2.0,19950.0,09/09/2024,,,,,,BBDC4
4,BBDCD184,,CALL,A,OTM,16.85,23.35,4.1,0.56,3.0,213.0,09/08/2024,,,,,,BBDC4
5,BBDCD186,,CALL,E,OTM,17.1,25.18,1.1,0.15,1.0,15.0,06/11/2024,,,,,,BBDC4
6,BBDCD19,,CALL,A,OTM,17.35,27.01,0.88,0.12,2.0,132.0,07/11/2024,,,,,,BBDC4
7,BBDCD192,,CALL,E,OTM,17.6,28.84,3.0,0.41,6.0,638.0,12/08/2024,,,,,,BBDC4
8,BBDCD020,,CALL,A,OTM,18.35,34.33,0.88,0.12,1.0,600.0,31/10/2024,,,,,,BBDC4
9,BBDCD195,,CALL,A,OTM,19.35,41.65,0.22,0.03,4.0,71.0,07/11/2024,,,,,,BBDC4
0,BBDCE760,,CALL,E,ITM,5.97,-56.3,61.2,8.36,2.0,3416.0,04/11/2024,,,,,,BBDC4
1,BBDCE13,,CALL,E,ITM,11.37,-16.76,24.38,3.33,2.0,683.0,05/11/2024,,,,,,BBDC4
2,BBDCQ171,,PUT,E,ITM,16.87,23.5,,,,,,,,,,,BBDC4
3,BBDCQ496,,PUT,E,ITM,49.62,263.25,,,,,,,,,,,BBDC4
4,BBDCQ498,,PUT,E,ITM,49.87,265.08,,,,,,,,,,,BBDC4
5,BBDCQ501,,PUT,E,ITM,50.12,266.91,,,,,,,,,,,BBDC4
6,BBDCQ506,,PUT,E,ITM,50.62,270.57,,,,,,,,,,,BBDC4
0,BBDCQ760,,PUT,E,OTM,5.97,-56.3,0.59,0.08,4.0,744.0,16/08/2024,,,,,,BBDC4
1,BBDCQ13,,PUT,E,OTM,11.37,-16.76,0.88,0.12,2.0,120.0,06/11/2024,,,,,,BBDC4
2,BBDCE171,,CALL,E,OTM,16.87,23.5,0.73,0.1,3.0,800.0,05/11/2024,,,,,,BBDC4
3,BBDCE496,,CALL,A,OTM,49.62,263.25,,,,,,,,,,,BBDC4
4,BBDCE498,,CALL,E,OTM,49.87,265.08,,,,,,,,,,,BBDC4
5,BBDCE501,,CALL,A,OTM,50.12,266.91,,,,,,,,,,,BBDC4
6,BBDCE506,,CALL,E,OTM,50.62,270.57,,,,,,,,,,,BBDC4
0,BBDCF130,,CALL,E,ITM,11.39,-16.62,24.08,3.29,22.0,31751.0,06/11/2024,,,,,,BBDC4
1,BBDCR165,,PUT,E,ITM,15.89,16.33,10.98,1.5,1.0,150.0,05/11/2024,,,,,,BBDC4
2,BBDCR16,,PUT,E,ITM,16.39,19.99,8.42,1.15,1.0,3450.0,04/10/2024,,,,,,BBDC4
3,BBDCR170,,PUT,E,ITM,16.89,23.65,,,,,,,,,,,BBDC4
4,BBDCR175,,PUT,E,ITM,17.39,27.31,,,,,,,,,,,BBDC4
5,BBDCR18,,PUT,E,ITM,17.89,30.97,,,,,,,,,,,BBDC4
6,BBDCR202,,PUT,E,ITM,19.64,43.78,32.65,4.46,2.0,894.0,05/11/2024,,,,,,BBDC4
0,BBDCF125,,CALL,E,ITM,12.39,-9.3,17.2,2.35,1.0,5875.0,06/11/2024,,,,,,BBDC4
1,BBDCR146,,PUT,E,ITM,14.39,5.34,5.71,0.78,4.0,302.0,05/11/2024,,,,,,BBDC4
2,BBDCR152,,PUT,E,ITM,15.14,10.83,9.37,1.28,2.0,486.0,06/11/2024,,,,,,BBDC4
0,BBDCR125,,PUT,E,OTM,12.39,-9.3,1.54,0.21,1.0,21.0,07/11/2024,,,,,,BBDC4
1,BBDCF146,,CALL,E,OTM,14.39,5.34,9.08,1.24,2.0,2480.0,06/11/2024,,,,,,BBDC4
2,BBDCF152,,CALL,A,OTM,15.14,10.83,5.56,0.76,2.0,3040.0,07/11/2024,,,,,,BBDC4
0,BBDCR130,,PUT,E,OTM,11.39,-16.62,0.73,0.1,1.0,50.0,24/10/2024,,,,,,BBDC4
1,BBDCF165,,CALL,E,OTM,15.89,16.33,9.88,1.35,1.0,2565.0,09/10/2024,,,,,,BBDC4
2,BBDCF16,,CALL,E,OTM,16.39,19.99,7.32,1.0,1.0,100.0,20/09/2024,,,,,,BBDC4
3,BBDCF170,,CALL,E,OTM,16.89,23.65,5.34,0.73,2.0,292.0,20/09/2024,,,,,,BBDC4
4,BBDCF175,,CALL,E,OTM,17.39,27.31,8.05,1.1,1.0,1100.0,18/09/2024,,,,,,BBDC4
5,BBDCF18,,CALL,E,OTM,17.89,30.97,2.49,0.34,3.0,1390.0,31/10/2024,,,,,,BBDC4
6,BBDCF202,,CALL,A,OTM,19.64,43.78,1.1,0.15,2.0,765.0,31/10/2024,,,,,,BBDC4
0,BBDCG911,,CALL,E,ITM,8.88,-34.99,40.26,5.5,1.0,550.0,06/11/2024,,,,,,BBDC4
1,BBDCS018,,PUT,E,ITM,16.58,21.38,10.61,1.45,1.0,1450.0,31/10/2024,,,,,,BBDC4
2,BBDCS170,,PUT,E,ITM,16.83,23.21,9.88,1.35,1.0,1350.0,18/10/2024,,,,,,BBDC4
3,BBDCS200,,PUT,E,ITM,18.58,36.02,,,,,,,,,,,BBDC4
4,BBDCS220,,PUT,E,ITM,20.58,50.66,37.7,5.15,33.0,114335.0,05/11/2024,,,,,,BBDC4
0,BBDCS148,,PUT,E,ITM,14.58,6.73,4.47,0.61,1.0,183.0,25/10/2024,,,,,,BBDC4
1,BBDCS150,,PUT,E,ITM,14.83,8.57,6.22,0.85,1.0,850.0,04/11/2024,,,,,,BBDC4
2,BBDCS153,,PUT,E,ITM,15.08,10.4,8.49,1.16,10.0,1160.0,01/11/2024,,,,,,BBDC4
0,BBDCG13,,CALL,A,ATM,13.58,-0.59,15.89,2.17,3.0,2970.0,31/10/2024,,,,,,BBDC4
1,BBDCS13,,PUT,E,ATM,13.58,-0.59,3.44,0.47,1.0,47.0,06/11/2024,,,,,,BBDC4
2,BBDCG140,,CALL,E,ATM,13.83,1.24,11.05,1.51,3.0,462.0,07/11/2024,,,,,,BBDC4
3,BBDCS140,,PUT,E,ATM,13.83,1.24,4.61,0.63,6.0,11268.0,06/11/2024,,,,,,BBDC4
0,BBDCG148,,CALL,A,OTM,14.58,6.73,14.64,2.0,2.0,600.0,23/09/2024,,,,,,BBDC4
1,BBDCG150,,CALL,E,OTM,14.83,8.57,13.84,1.89,1.0,939141.0,11/10/2024,,,,,,BBDC4
2,BBDCG153,,CALL,A,OTM,15.08,10.4,7.32,1.0,1.0,150000.0,07/11/2024,,,,,,BBDC4
0,BBDCS911,,PUT,E,OTM,8.88,-34.99,0.37,0.05,1.0,50.0,13/09/2024,,,,,,BBDC4
1,BBDCG018,,CALL,A,OTM,16.58,21.38,7.25,0.99,1.0,594.0,30/10/2024,,,,,,BBDC4
2,BBDCG170,,CALL,E,OTM,16.83,23.21,,,,,,,,,,,BBDC4
3,BBDCG200,,CALL,A,OTM,18.58,36.02,1.61,0.22,1.0,22.0,05/11/2024,,,,,,BBDC4
4,BBDCG220,,CALL,A,OTM,20.58,50.66,0.73,0.1,2.0,200.0,07/11/2024,,,,,,BBDC4
0,BBDCT189,,PUT,E,ITM,17.62,28.99,9.44,1.29,1.0,1290.0,31/10/2024,,,,,,BBDC4
0,BBDCT160,,PUT,E,ITM,14.62,7.03,6.81,0.93,7.0,616.0,07/11/2024,,,,,,BBDC4
0,BBDCH150,,CALL,A,ATM,13.62,-0.29,13.54,1.85,1.0,1110.0,07/11/2024,,,,,,BBDC4
1,BBDCT150,,PUT,E,ATM,13.62,-0.29,4.54,0.62,12.0,3230.0,07/11/2024,,,,,,BBDC4
0,BBDCH160,,CALL,A,OTM,14.62,7.03,15.96,2.18,4.0,851.0,30/10/2024,,,,,,BBDC4
0,BBDCH189,,CALL,A,OTM,17.62,28.99,4.17,0.57,9.0,5568.0,31/10/2024,,,,,,BBDC4
0,BBDCI127,,CALL,E,ITM,11.36,-16.84,36.09,4.93,2.0,2462.0,24/10/2024,,,,,,BBDC4
1,BBDCU16,,PUT,E,ITM,15.86,16.11,11.57,1.58,7.0,9487.0,07/11/2024,,,,,,BBDC4
2,BBDCU169,,PUT,E,ITM,16.86,23.43,,,,,,,,,,,BBDC4
3,BBDCU179,,PUT,E,ITM,17.84,30.6,13.91,1.9,1.0,190.0,24/10/2024,,,,,,BBDC4
4,BBDCU1,,PUT,E,ITM,17.86,30.75,,,,,,,,,,,BBDC4
5,BBDCU185,,PUT,E,ITM,18.36,34.41,,,,,,,,,,,BBDC4
0,BBDCU127,,PUT,E,OTM,11.36,-16.84,1.17,0.16,2.0,96.0,07/11/2024,,,,,,BBDC4
1,BBDCI16,,CALL,E,OTM,15.86,16.11,8.05,1.1,1.0,3300.0,06/11/2024,,,,,,BBDC4
2,BBDCI169,,CALL,E,OTM,16.86,23.43,10.98,1.5,1.0,150.0,02/10/2024,,,,,,BBDC4
3,BBDCI179,,CALL,E,OTM,17.84,30.6,,,,,,,,,,,BBDC4
4,BBDCI1,,CALL,E,OTM,17.86,30.75,7.32,1.0,1.0,100.0,22/10/2024,,,,,,BBDC4
5,BBDCI185,,CALL,E,OTM,18.36,34.41,3.29,0.45,1.0,450.0,01/11/2024,,,,,,BBDC4
0,BBDCJ120,,CALL,E,ITM,11.39,-16.62,37.19,5.08,1.0,508.0,22/10/2024,,,,,,BBDC4
1,BBDCV17,,PUT,E,ITM,16.39,19.99,10.98,1.5,2.0,2920.0,04/11/2024,,,,,,BBDC4
2,BBDCV175,,PUT,E,ITM,16.89,23.65,,,,,,,,,,,BBDC4
3,BBDCV189,,PUT,E,ITM,17.64,29.14,15.45,2.11,3.0,3276.0,31/10/2024,,,,,,BBDC4
4,BBDCV209,,PUT,E,ITM,19.64,43.78,23.5,3.21,1.0,642.0,14/08/2024,,,,,,BBDC4
5,BBDCV250,,PUT,E,ITM,23.64,73.06,45.83,6.26,2.0,1260.0,21/10/2024,,,,,,BBDC4
0,BBDCV170,,PUT,E,ITM,15.64,14.49,10.47,1.43,15.0,42409.0,07/11/2024,,,,,,BBDC4
0,BBDCJ170,,CALL,A,OTM,15.64,14.49,7.61,1.04,3.0,1272.0,07/11/2024,,,,,,BBDC4
0,BBDCV120,,PUT,E,OTM,11.39,-16.62,1.46,0.2,3.0,200.0,06/11/2024,,,,,,BBDC4
1,BBDCJ17,,CALL,E,OTM,16.39,19.99,6.59,0.9,1.0,90.0,06/11/2024,,,,,,BBDC4
2,BBDCJ175,,CALL,E,OTM,16.89,23.65,5.49,0.75,4.0,14020.0,05/11/2024,,,,,,BBDC4
3,BBDCJ189,,CALL,A,OTM,17.64,29.14,3.81,0.52,4.0,2968.0,07/11/2024,,,,,,BBDC4
4,BBDCJ209,,CALL,A,OTM,19.64,43.78,1.83,0.25,1.0,3750.0,07/11/2024,,,,,,BBDC4
5,BBDCJ250,,CALL,A,OTM,23.64,73.06,0.81,0.11,1.0,110.0,05/11/2024,,,,,,BBDC4
0,BBDCW152,,PUT,E,ITM,15.25,11.64,,,,,,,,,,,BBDC4
0,BBDCK152,,CALL,E,OTM,15.25,11.64,8.49,1.16,1.0,174000.0,07/11/2024,,,,,,BBDC4
0,BBDCA120,,CALL,A,ITM,11.29,-17.35,31.99,4.37,2.0,5681.0,05/11/2024,,,,,,BBDC4
1,BBDCM180,,PUT,E,ITM,17.29,26.57,10.83,1.48,3.0,1401.0,05/11/2024,,,,,,BBDC4
2,BBDCM200,,PUT,E,ITM,19.29,41.22,24.01,3.28,2.0,662.0,24/09/2024,,,,,,BBDC4
3,BBDCM220,,PUT,E,ITM,21.29,55.86,34.99,4.78,1.0,478.0,05/11/2024,,,,,,BBDC4
4,BBDCM278,,PUT,E,ITM,27.79,103.44,,,,,,,,,,,BBDC4
0,BBDCM120,,PUT,E,OTM,11.29,-17.35,1.32,0.18,3.0,3654.0,01/11/2024,,,,,,BBDC4
1,BBDCA180,,CALL,A,OTM,17.29,26.57,6.44,0.88,2.0,1760.0,07/11/2024,,,,,,BBDC4
2,BBDCA200,,CALL,A,OTM,19.29,41.22,3.66,0.5,4.0,1130.0,07/11/2024,,,,,,BBDC4
3,BBDCA220,,CALL,A,OTM,21.29,55.86,2.2,0.3,2.0,562.0,06/11/2024,,,,,,BBDC4
4,BBDCA278,,CALL,A,OTM,27.79,103.44,,,,,,,,,,,BBDC4
0,BBDCB119,,CALL,E,ITM,11.29,-17.35,32.8,4.48,4.0,9444.0,05/11/2024,,,,,,BBDC4
1,BBDCN167,,PUT,E,ITM,16.54,21.08,11.79,1.61,1.0,161.0,05/11/2024,,,,,,BBDC4
0,BBDCN119,,PUT,E,OTM,11.29,-17.35,1.24,0.17,1.0,850.0,31/10/2024,,,,,,BBDC4
1,BBDCB167,,CALL,A,OTM,16.54,21.08,9.52,1.3,2.0,650.0,07/11/2024,,,,,,BBDC4
0,BBDCO19,,PUT,E,ITM,18.33,34.19,17.35,2.37,2.0,4803.0,31/10/2024,,,,,,BBDC4
1,BBDCO21,,PUT,E,ITM,20.33,48.83,,,,,,,,,,,BBDC4
2,BBDCO22,,PUT,E,ITM,21.33,56.15,,,,,,,,,,,BBDC4
0,BBDCC19,,CALL,A,OTM,18.33,34.19,6.52,0.89,3.0,2236.0,05/11/2024,,,,,,BBDC4
1,BBDCC21,,CALL,A,OTM,20.33,48.83,4.76,0.65,7.0,737.0,06/08/2024,,,,,,BBDC4
2,BBDCC22,,CALL,A,OTM,21.33,56.15,4.9,0.67,1.0,536.0,29/10/2024,,,,,,BBDC4
0,BBDCP3,,PUT,E,ITM,17.35,27.01,12.08,1.65,1.0,825.0,30/10/2024,,,,,,BBDC4
1,BBDCP20,,PUT,E,ITM,19.35,41.65,19.62,2.68,1.0,2680.0,18/09/2024,,,,,,BBDC4
2,BBDCP4,,PUT,E,ITM,20.35,48.98,,,,,,,,,,,BBDC4
3,BBDCP342,,PUT,E,ITM,33.6,145.97,107.17,14.64,3.0,14640.0,07/11/2024,,,,,,BBDC4
0,BBDCD130,,CALL,A,ITM,12.35,-9.59,26.28,3.59,1.0,718.0,06/11/2024,,,,,,BBDC4
1,BBDCP150,,PUT,E,ITM,14.35,5.05,5.86,0.8,1.0,12000.0,06/11/2024,,,,,,BBDC4
2,BBDCP155,,PUT,E,ITM,14.85,8.71,6.0,0.82,3.0,1812.0,31/10/2024,,,,,,BBDC4
0,BBDCD140,,CALL,A,ITM,13.35,-2.27,23.13,3.16,1.0,15800.0,01/11/2024,,,,,,BBDC4
1,BBDCP140,,PUT,E,OTM,13.35,-2.27,4.39,0.6,2.0,1261.0,07/11/2024,,,,,,BBDC4
2,BBDCD145,,CALL,A,ATM,13.85,1.39,19.77,2.7,1.0,540.0,06/11/2024,,,,,,BBDC4
3,BBDCP145,,PUT,E,ATM,13.85,1.39,5.34,0.73,2.0,1462.0,07/11/2024,,,,,,BBDC4
0,BBDCP130,,PUT,E,OTM,12.35,-9.59,2.93,0.4,1.0,400.0,07/11/2024,,,,,,BBDC4
1,BBDCD150,,CALL,A,OTM,14.35,5.05,21.82,2.98,5.0,4329.0,31/10/2024,,,,,,BBDC4
2,BBDCD155,,CALL,A,OTM,14.85,8.71,15.81,2.16,7.0,21570.0,06/11/2024,,,,,,BBDC4
0,BBDCD3,,CALL,E,OTM,17.35,27.01,9.15,1.25,2.0,355.0,06/11/2024,,,,,,BBDC4
1,BBDCD20,,CALL,E,OTM,19.35,41.65,6.59,0.9,1.0,90.0,31/10/2024,,,,,,BBDC4
2,BBDCD4,,CALL,E,OTM,20.35,48.98,5.56,0.76,1.0,456.0,04/11/2024,,,,,,BBDC4
3,BBDCD342,,CALL,A,OTM,33.6,145.97,1.39,0.19,1.0,19.0,06/11/2024,,,,,,BBDC4
0,BBDCE900,,CALL,E,ITM,8.39,-38.58,48.1,6.57,3.0,8584.0,07/11/2024,,,,,,BBDC4
1,BBDCQ220,,PUT,E,ITM,21.39,56.59,29.72,4.06,4.0,10976.0,20/09/2024,,,,,,BBDC4
2,BBDCQ222,,PUT,E,ITM,21.64,58.42,30.23,4.13,2.0,8150.0,19/09/2024,,,,,,BBDC4
0,BBDCQ900,,PUT,E,OTM,8.39,-38.58,0.51,0.07,1.0,70.0,07/11/2024,,,,,,BBDC4
1,BBDCE220,,CALL,E,OTM,21.39,56.59,4.76,0.65,1.0,650.0,21/10/2024,,,,,,BBDC4
2,BBDCE222,,CALL,A,OTM,21.64,58.42,18.23,2.49,1.0,249.0,30/08/2024,,,,,,BBDC4
0,BBDCR167,,PUT,E,ITM,16.39,19.99,,,,,,,,,,,BBDC4
1,BBDCR180,,PUT,E,ITM,17.39,27.31,10.98,1.5,1.0,150.0,21/10/2024,,,,,,BBDC4
2,BBDCR11,,PUT,E,ITM,18.39,34.63,13.76,1.88,3.0,3948.0,28/10/2024,,,,,,BBDC4
3,BBDCR200,,PUT,E,ITM,19.39,41.95,22.69,3.1,1.0,620.0,25/09/2024,,,,,,BBDC4
0,BBDCR164,,PUT,E,ITM,15.39,12.66,8.71,1.19,1.0,119.0,07/11/2024,,,,,,BBDC4
0,BBDCF164,,CALL,A,OTM,15.39,12.66,14.86,2.03,2.0,3661.0,07/11/2024,,,,,,BBDC4
0,BBDCF167,,CALL,A,OTM,16.39,19.99,12.08,1.65,1.0,2805.0,07/11/2024,,,,,,BBDC4
1,BBDCF180,,CALL,A,OTM,17.39,27.31,10.25,1.4,1.0,700.0,07/11/2024,,,,,,BBDC4
2,BBDCF11,,CALL,A,OTM,18.39,34.63,7.69,1.05,1.0,210.0,07/11/2024,,,,,,BBDC4
3,BBDCF200,,CALL,A,OTM,19.39,41.95,6.95,0.95,1.0,95.0,05/11/2024,,,,,,BBDC4
0,BBDCH11,,CALL,E,ITM,11.27,-17.5,34.77,4.75,1.0,1900.0,07/11/2024,,,,,,BBDC4
0,BBDCT11,,PUT,E,OTM,11.27,-17.5,1.9,0.26,1.0,520.0,07/11/2024,,,,,,BBDC4
0,BBDCU350,,PUT,E,ITM,34.79,154.69,,,,,,,,,,,BBDC4
0,BBDCI350,,CALL,E,OTM,34.79,154.69,0.59,0.08,4.0,824.0,07/11/2024,,,,,,BBDC4
0,BBDCV160,,PUT,E,ITM,15.98,16.98,10.1,1.38,5.0,5015.0,07/11/2024,,,,,,BBDC4
1,BBDCV180,,PUT,E,ITM,17.98,31.63,15.37,2.1,1.0,420.0,07/11/2024,,,,,,BBDC4
2,BBDCV200,,PUT,E,ITM,19.98,46.27,18.23,2.49,4.0,4990.0,28/10/2024,,,,,,BBDC4
0,BBDCJ160,,CALL,A,OTM,15.98,16.98,14.64,2.0,2.0,800.0,07/11/2024,,,,,,BBDC4
1,BBDCJ180,,CALL,A,OTM,17.98,31.63,11.57,1.58,4.0,2036.0,06/11/2024,,,,,,BBDC4
2,BBDCJ200,,CALL,A,OTM,19.98,46.27,7.32,1.0,2.0,203.0,07/11/2024,,,,,,BBDC4
